"","date","day","registered","casual","temp","weather"
"368",2012-01-03,"Tue",2147,89,43,"pleasant"
"369",2012-01-04,"Wed",2273,95,43,"moderate"
"370",2012-01-05,"Thu",3132,140,57,"pleasant"
"371",2012-01-06,"Fri",3791,307,63,"pleasant"
"372",2012-01-07,"Sat",3451,1070,67,"pleasant"
"373",2012-01-08,"Sun",2826,599,63,"pleasant"
"374",2012-01-09,"Mon",2270,106,54,"moderate"
"375",2012-01-10,"Tue",3425,173,61,"pleasant"
"376",2012-01-11,"Wed",2085,92,57,"moderate"
"377",2012-01-12,"Thu",3828,269,66,"moderate"
"378",2012-01-13,"Fri",3040,174,54,"pleasant"
"379",2012-01-14,"Sat",2160,333,48,"pleasant"
"380",2012-01-15,"Sun",2027,284,47,"pleasant"
"381",2012-01-16,"Mon",2081,217,49,"pleasant"
"382",2012-01-17,"Tue",2808,127,65,"moderate"
"383",2012-01-18,"Wed",3267,109,57,"pleasant"
"384",2012-01-19,"Thu",3162,130,49,"pleasant"
"385",2012-01-20,"Fri",3048,115,52,"moderate"
"386",2012-01-21,"Sat",1234,67,48,"moderate"
"387",2012-01-22,"Sun",1781,196,47,"moderate"
"388",2012-01-23,"Mon",2287,145,54,"moderate"
"389",2012-01-24,"Tue",3900,439,63,"pleasant"
"390",2012-01-25,"Wed",3803,467,59,"pleasant"
"391",2012-01-26,"Thu",3831,244,64,"moderate"
"392",2012-01-27,"Fri",3187,269,69,"moderate"
"393",2012-01-28,"Sat",3248,775,61,"pleasant"
"394",2012-01-29,"Sun",2685,558,57,"pleasant"
"395",2012-01-30,"Mon",3498,126,56,"pleasant"
"396",2012-01-31,"Tue",4185,324,66,"pleasant"
"397",2012-02-01,"Wed",4275,304,74,"pleasant"
"398",2012-02-02,"Thu",3571,190,68,"moderate"
"399",2012-02-03,"Fri",3841,310,60,"pleasant"
"400",2012-02-04,"Sat",2448,384,57,"moderate"
"401",2012-02-05,"Sun",2629,318,56,"moderate"
"402",2012-02-06,"Mon",3578,206,59,"pleasant"
"403",2012-02-07,"Tue",4176,199,64,"pleasant"
"404",2012-02-08,"Wed",2693,109,56,"moderate"
"405",2012-02-09,"Thu",3667,163,56,"pleasant"
"406",2012-02-10,"Fri",3604,227,58,"moderate"
"407",2012-02-11,"Sat",1977,192,51,"severe"
"408",2012-02-12,"Sun",1456,73,41,"pleasant"
"409",2012-02-13,"Mon",3328,94,53,"pleasant"
"410",2012-02-14,"Tue",3787,135,62,"moderate"
"411",2012-02-15,"Wed",4028,141,64,"pleasant"
"412",2012-02-16,"Thu",2931,74,62,"moderate"
"413",2012-02-17,"Fri",3805,349,64,"pleasant"
"414",2012-02-18,"Sat",2883,1435,64,"pleasant"
"415",2012-02-19,"Sun",2071,618,56,"moderate"
"416",2012-02-20,"Mon",2627,502,57,"pleasant"
"417",2012-02-21,"Tue",3614,163,59,"pleasant"
"418",2012-02-22,"Wed",4379,394,67,"pleasant"
"419",2012-02-23,"Thu",4546,516,72,"pleasant"
"420",2012-02-24,"Fri",3241,246,69,"moderate"
"421",2012-02-25,"Sat",2415,317,55,"pleasant"
"422",2012-02-26,"Sun",2874,515,56,"pleasant"
"423",2012-02-27,"Mon",4069,253,64,"pleasant"
"424",2012-02-28,"Tue",4134,229,64,"pleasant"
"425",2012-02-29,"Wed",1769,65,63,"moderate"
"426",2012-03-01,"Thu",4665,325,75,"pleasant"
"427",2012-03-02,"Fri",2948,246,64,"moderate"
"428",2012-03-03,"Sat",3110,956,69,"moderate"
"429",2012-03-04,"Sun",2713,710,59,"pleasant"
"430",2012-03-05,"Mon",3130,203,54,"pleasant"
"431",2012-03-06,"Tue",3735,221,55,"pleasant"
"432",2012-03-07,"Wed",4484,432,67,"pleasant"
"433",2012-03-08,"Thu",4896,486,79,"pleasant"
"434",2012-03-09,"Fri",4122,447,68,"moderate"
"435",2012-03-10,"Sat",3150,968,57,"pleasant"
"436",2012-03-11,"Sun",3253,1658,64,"pleasant"
"437",2012-03-12,"Mon",4460,838,73,"pleasant"
"438",2012-03-13,"Tue",5085,762,81,"pleasant"
"439",2012-03-14,"Wed",5315,997,81,"pleasant"
"440",2012-03-15,"Thu",5187,1005,80,"pleasant"
"441",2012-03-16,"Fri",3830,548,71,"moderate"
"442",2012-03-17,"Sat",4681,3155,77,"moderate"
"443",2012-03-18,"Sun",3685,2207,74,"moderate"
"444",2012-03-19,"Mon",5171,982,80,"pleasant"
"445",2012-03-20,"Tue",5042,1051,80,"pleasant"
"446",2012-03-21,"Wed",5108,1122,78,"moderate"
"447",2012-03-22,"Thu",5537,1334,80,"pleasant"
"448",2012-03-23,"Fri",5893,2469,83,"moderate"
"449",2012-03-24,"Sat",2339,1033,76,"moderate"
"450",2012-03-25,"Sun",3464,1532,71,"moderate"
"451",2012-03-26,"Mon",4763,795,71,"pleasant"
"452",2012-03-27,"Tue",4571,531,60,"pleasant"
"453",2012-03-28,"Wed",5024,674,74,"pleasant"
"454",2012-03-29,"Thu",5299,834,75,"pleasant"
"455",2012-03-30,"Fri",4663,796,66,"moderate"
"456",2012-03-31,"Sat",3934,2301,70,"moderate"
"457",2012-04-01,"Sun",3694,2347,70,"moderate"
"458",2012-04-02,"Mon",4728,1208,70,"pleasant"
"459",2012-04-03,"Tue",5424,1348,74,"pleasant"
"460",2012-04-04,"Wed",5378,1058,80,"pleasant"
"461",2012-04-05,"Thu",5265,1192,71,"pleasant"
"462",2012-04-06,"Fri",4653,1807,67,"pleasant"
"463",2012-04-07,"Sat",3605,3252,70,"pleasant"
"464",2012-04-08,"Sun",2939,2230,76,"pleasant"
"465",2012-04-09,"Mon",4680,905,75,"pleasant"
"466",2012-04-10,"Tue",5099,819,71,"pleasant"
"467",2012-04-11,"Wed",4380,482,62,"pleasant"
"468",2012-04-12,"Thu",4746,663,67,"pleasant"
"469",2012-04-13,"Fri",5146,1252,71,"pleasant"
"470",2012-04-14,"Sat",4665,2795,76,"pleasant"
"471",2012-04-15,"Sun",4286,2846,84,"pleasant"
"472",2012-04-16,"Mon",5172,1198,87,"pleasant"
"473",2012-04-17,"Tue",5702,989,86,"pleasant"
"474",2012-04-18,"Wed",4020,347,73,"moderate"
"475",2012-04-19,"Thu",5719,846,76,"pleasant"
"476",2012-04-20,"Fri",5950,1340,78,"pleasant"
"477",2012-04-21,"Sat",4083,2541,81,"pleasant"
"478",2012-04-22,"Sun",907,120,67,"severe"
"479",2012-04-23,"Mon",3019,195,59,"moderate"
"480",2012-04-24,"Tue",5115,518,68,"pleasant"
"481",2012-04-25,"Wed",5541,655,74,"pleasant"
"482",2012-04-26,"Thu",4551,475,76,"moderate"
"483",2012-04-27,"Fri",5219,1014,73,"pleasant"
"484",2012-04-28,"Sat",3100,1120,66,"moderate"
"485",2012-04-29,"Sun",4075,2229,73,"pleasant"
"486",2012-04-30,"Mon",4907,665,73,"moderate"
"487",2012-05-01,"Tue",5087,653,84,"moderate"
"488",2012-05-02,"Wed",5502,667,80,"pleasant"
"489",2012-05-03,"Thu",5657,764,80,"moderate"
"490",2012-05-04,"Fri",5227,1069,85,"pleasant"
"491",2012-05-05,"Sat",4387,2496,85,"moderate"
"492",2012-05-06,"Sun",4224,2135,81,"moderate"
"493",2012-05-07,"Mon",5265,1008,79,"moderate"
"494",2012-05-08,"Tue",4990,738,82,"moderate"
"495",2012-05-09,"Wed",4097,620,82,"moderate"
"496",2012-05-10,"Thu",5546,1026,76,"pleasant"
"497",2012-05-11,"Fri",5711,1319,79,"pleasant"
"498",2012-05-12,"Sat",4807,2622,81,"pleasant"
"499",2012-05-13,"Sun",3946,2172,85,"pleasant"
"500",2012-05-14,"Mon",2501,342,81,"moderate"
"501",2012-05-15,"Tue",4490,625,84,"moderate"
"502",2012-05-16,"Wed",6433,991,86,"pleasant"
"503",2012-05-17,"Thu",6142,1242,84,"pleasant"
"504",2012-05-18,"Fri",6118,1521,82,"pleasant"
"505",2012-05-19,"Sat",4884,3410,83,"pleasant"
"506",2012-05-20,"Sun",4425,2704,85,"pleasant"
"507",2012-05-21,"Mon",3729,630,83,"moderate"
"508",2012-05-22,"Tue",5254,819,84,"moderate"
"509",2012-05-23,"Wed",4494,766,85,"moderate"
"510",2012-05-24,"Thu",5711,1059,87,"pleasant"
"511",2012-05-25,"Fri",5317,1417,88,"pleasant"
"512",2012-05-26,"Sat",3681,2855,90,"pleasant"
"513",2012-05-27,"Sun",3308,3283,90,"pleasant"
"514",2012-05-28,"Mon",3486,2557,93,"pleasant"
"515",2012-05-29,"Tue",4863,880,93,"pleasant"
"516",2012-05-30,"Wed",6110,745,87,"moderate"
"517",2012-05-31,"Thu",6238,1100,89,"pleasant"
"518",2012-06-01,"Fri",3594,533,87,"moderate"
"519",2012-06-02,"Sat",5325,2795,83,"pleasant"
"520",2012-06-03,"Sun",5147,2494,84,"pleasant"
"521",2012-06-04,"Mon",5927,1071,84,"pleasant"
"522",2012-06-05,"Tue",6033,968,79,"moderate"
"523",2012-06-06,"Wed",6028,1027,81,"pleasant"
"524",2012-06-07,"Thu",6456,1038,83,"pleasant"
"525",2012-06-08,"Fri",6248,1488,86,"pleasant"
"526",2012-06-09,"Sat",4790,2708,90,"pleasant"
"527",2012-06-10,"Sun",4374,2224,92,"pleasant"
"528",2012-06-11,"Mon",5647,1017,91,"moderate"
"529",2012-06-12,"Tue",4495,477,86,"moderate"
"530",2012-06-13,"Wed",6248,1173,87,"pleasant"
"531",2012-06-14,"Thu",6183,1180,88,"pleasant"
"532",2012-06-15,"Fri",6102,1563,86,"pleasant"
"533",2012-06-16,"Sat",4739,2963,86,"pleasant"
"534",2012-06-17,"Sun",4344,2634,83,"pleasant"
"535",2012-06-18,"Mon",4446,653,81,"moderate"
"536",2012-06-19,"Tue",5857,968,91,"pleasant"
"537",2012-06-20,"Wed",5339,872,97,"pleasant"
"538",2012-06-21,"Thu",5127,778,100,"pleasant"
"539",2012-06-22,"Fri",4859,964,97,"pleasant"
"540",2012-06-23,"Sat",4801,2657,91,"pleasant"
"541",2012-06-24,"Sun",4340,2551,93,"pleasant"
"542",2012-06-25,"Mon",5640,1139,91,"pleasant"
"543",2012-06-26,"Tue",6365,1077,86,"pleasant"
"544",2012-06-27,"Wed",6258,1077,90,"pleasant"
"545",2012-06-28,"Thu",5958,921,93,"pleasant"
"546",2012-06-29,"Fri",4634,829,103,"pleasant"
"547",2012-06-30,"Sat",4232,1455,94,"pleasant"
"548",2012-07-01,"Sun",4110,1421,100,"pleasant"
"549",2012-07-02,"Mon",5323,904,95,"pleasant"
"550",2012-07-03,"Tue",5608,1052,95,"pleasant"
"551",2012-07-04,"Wed",4841,2562,98,"pleasant"
"552",2012-07-05,"Thu",4836,1405,101,"pleasant"
"553",2012-07-06,"Fri",4841,1366,100,"pleasant"
"554",2012-07-07,"Sat",3392,1448,104,"pleasant"
"555",2012-07-08,"Sun",3469,1203,103,"pleasant"
"556",2012-07-09,"Mon",5571,998,91,"moderate"
"557",2012-07-10,"Tue",5336,954,92,"moderate"
"558",2012-07-11,"Wed",6289,975,91,"pleasant"
"559",2012-07-12,"Thu",6414,1032,91,"pleasant"
"560",2012-07-13,"Fri",5988,1511,92,"moderate"
"561",2012-07-14,"Sat",4614,2355,92,"moderate"
"562",2012-07-15,"Sun",4111,1920,95,"pleasant"
"563",2012-07-16,"Mon",5742,1088,97,"pleasant"
"564",2012-07-17,"Tue",5865,921,100,"pleasant"
"565",2012-07-18,"Wed",4914,799,99,"pleasant"
"566",2012-07-19,"Thu",5703,888,96,"pleasant"
"567",2012-07-20,"Fri",5123,747,87,"moderate"
"568",2012-07-21,"Sat",3195,1264,81,"severe"
"569",2012-07-22,"Sun",4866,2544,88,"moderate"
"570",2012-07-23,"Mon",5831,1135,94,"pleasant"
"571",2012-07-24,"Tue",6452,1140,96,"pleasant"
"572",2012-07-25,"Wed",6790,1383,91,"pleasant"
"573",2012-07-26,"Thu",5825,1036,99,"pleasant"
"574",2012-07-27,"Fri",5645,1259,98,"pleasant"
"575",2012-07-28,"Sat",4451,2234,95,"pleasant"
"576",2012-07-29,"Sun",4444,2153,92,"pleasant"
"577",2012-07-30,"Mon",6065,1040,94,"pleasant"
"578",2012-07-31,"Tue",6248,968,92,"pleasant"
"579",2012-08-01,"Wed",6506,1074,92,"pleasant"
"580",2012-08-02,"Thu",6278,983,96,"pleasant"
"581",2012-08-03,"Fri",5847,1328,97,"moderate"
"582",2012-08-04,"Sat",4479,2345,100,"pleasant"
"583",2012-08-05,"Sun",3757,1707,98,"pleasant"
"584",2012-08-06,"Mon",5780,1233,96,"moderate"
"585",2012-08-07,"Tue",5995,1278,95,"moderate"
"586",2012-08-08,"Wed",6271,1263,96,"moderate"
"587",2012-08-09,"Thu",6090,1196,95,"pleasant"
"588",2012-08-10,"Fri",4721,1065,92,"moderate"
"589",2012-08-11,"Sat",4052,2247,89,"moderate"
"590",2012-08-12,"Sun",4362,2182,90,"pleasant"
"591",2012-08-13,"Mon",5676,1207,92,"pleasant"
"592",2012-08-14,"Tue",5656,1128,93,"pleasant"
"593",2012-08-15,"Wed",6149,1198,91,"pleasant"
"594",2012-08-16,"Thu",6267,1338,91,"pleasant"
"595",2012-08-17,"Fri",5665,1483,54,"pleasant"
"596",2012-08-18,"Sat",5038,2827,88,"pleasant"
"597",2012-08-19,"Sun",3341,1208,86,"moderate"
"598",2012-08-20,"Mon",5504,1026,86,"moderate"
"599",2012-08-21,"Tue",5925,1081,86,"pleasant"
"600",2012-08-22,"Wed",6281,1094,88,"pleasant"
"601",2012-08-23,"Thu",6402,1363,89,"pleasant"
"602",2012-08-24,"Fri",6257,1325,90,"moderate"
"603",2012-08-25,"Sat",4224,1829,88,"moderate"
"604",2012-08-26,"Sun",3772,1483,86,"moderate"
"605",2012-08-27,"Mon",5928,989,91,"pleasant"
"606",2012-08-28,"Tue",6105,935,92,"pleasant"
"607",2012-08-29,"Wed",6520,1177,89,"pleasant"
"608",2012-08-30,"Thu",6541,1172,91,"pleasant"
"609",2012-08-31,"Fri",5917,1433,94,"pleasant"
"610",2012-09-01,"Sat",3788,2352,95,"moderate"
"611",2012-09-02,"Sun",3197,2613,90,"moderate"
"612",2012-09-03,"Mon",4069,1965,92,"pleasant"
"613",2012-09-04,"Tue",5997,867,94,"pleasant"
"614",2012-09-05,"Wed",6280,832,96,"pleasant"
"615",2012-09-06,"Thu",5592,611,91,"moderate"
"616",2012-09-07,"Fri",6459,1045,91,"pleasant"
"617",2012-09-08,"Sat",4419,1557,87,"moderate"
"618",2012-09-09,"Sun",5657,2570,84,"pleasant"
"619",2012-09-10,"Mon",6407,1118,83,"pleasant"
"620",2012-09-11,"Tue",6697,1070,82,"pleasant"
"621",2012-09-12,"Wed",6820,1050,83,"pleasant"
"622",2012-09-13,"Thu",6750,1054,84,"pleasant"
"623",2012-09-14,"Fri",6630,1379,85,"pleasant"
"624",2012-09-15,"Sat",5554,3160,85,"pleasant"
"625",2012-09-16,"Sun",5167,2166,83,"pleasant"
"626",2012-09-17,"Mon",5847,1022,82,"moderate"
"627",2012-09-18,"Tue",3702,371,83,"moderate"
"628",2012-09-19,"Wed",6803,788,81,"pleasant"
"629",2012-09-20,"Thu",6781,939,80,"pleasant"
"630",2012-09-21,"Fri",6917,1250,83,"pleasant"
"631",2012-09-22,"Sat",5883,2512,87,"pleasant"
"632",2012-09-23,"Sun",5453,2454,79,"pleasant"
"633",2012-09-24,"Mon",6435,1001,77,"pleasant"
"634",2012-09-25,"Tue",6693,845,81,"pleasant"
"635",2012-09-26,"Wed",6946,787,86,"pleasant"
"636",2012-09-27,"Thu",6642,751,87,"moderate"
"637",2012-09-28,"Fri",6370,1045,85,"moderate"
"638",2012-09-29,"Sat",5966,2589,80,"pleasant"
"639",2012-09-30,"Sun",4874,2015,79,"pleasant"
"640",2012-10-01,"Mon",6015,763,78,"moderate"
"641",2012-10-02,"Tue",4324,315,81,"severe"
"642",2012-10-03,"Wed",6844,728,86,"moderate"
"643",2012-10-04,"Thu",6437,891,87,"moderate"
"644",2012-10-05,"Fri",6640,1516,84,"pleasant"
"645",2012-10-06,"Sat",4934,3031,80,"pleasant"
"646",2012-10-07,"Sun",2729,781,70,"moderate"
"647",2012-10-08,"Mon",4604,874,67,"moderate"
"648",2012-10-09,"Tue",5791,601,71,"moderate"
"649",2012-10-10,"Wed",6911,780,77,"pleasant"
"650",2012-10-11,"Thu",6736,834,71,"pleasant"
"651",2012-10-12,"Fri",6222,1060,71,"pleasant"
"652",2012-10-13,"Sat",4857,2252,67,"pleasant"
"653",2012-10-14,"Sun",4559,2080,78,"pleasant"
"654",2012-10-15,"Mon",5115,760,81,"moderate"
"655",2012-10-16,"Tue",6612,922,73,"pleasant"
"656",2012-10-17,"Wed",6482,979,73,"pleasant"
"657",2012-10-18,"Thu",6501,1008,78,"moderate"
"658",2012-10-19,"Fri",4671,753,80,"moderate"
"659",2012-10-20,"Sat",5284,2806,75,"pleasant"
"660",2012-10-21,"Sun",4692,2132,73,"pleasant"
"661",2012-10-22,"Mon",6228,830,75,"pleasant"
"662",2012-10-23,"Tue",6625,841,80,"pleasant"
"663",2012-10-24,"Wed",6898,795,82,"pleasant"
"664",2012-10-25,"Thu",6484,875,80,"moderate"
"665",2012-10-26,"Fri",6262,1182,79,"moderate"
"666",2012-10-27,"Sat",5209,2643,78,"moderate"
"667",2012-10-28,"Sun",3461,998,74,"moderate"
"668",2012-10-29,"Mon",20,2,72,"severe"
"669",2012-10-30,"Tue",1009,87,60,"moderate"
"670",2012-10-31,"Wed",5147,419,64,"moderate"
"671",2012-11-01,"Thu",5520,466,65,"moderate"
"672",2012-11-02,"Fri",5229,618,64,"pleasant"
"673",2012-11-03,"Sat",4109,1029,61,"moderate"
"674",2012-11-04,"Sun",3906,1201,62,"pleasant"
"675",2012-11-05,"Mon",4881,378,60,"pleasant"
"676",2012-11-06,"Tue",5220,466,57,"pleasant"
"677",2012-11-07,"Wed",4709,326,57,"moderate"
"678",2012-11-08,"Thu",4975,340,63,"pleasant"
"679",2012-11-09,"Fri",5283,709,64,"pleasant"
"680",2012-11-10,"Sat",4446,2090,67,"pleasant"
"681",2012-11-11,"Sun",4562,2290,70,"pleasant"
"682",2012-11-12,"Mon",5172,1097,75,"pleasant"
"683",2012-11-13,"Tue",3767,327,61,"moderate"
"684",2012-11-14,"Wed",5122,373,57,"pleasant"
"685",2012-11-15,"Thu",5125,320,61,"moderate"
"686",2012-11-16,"Fri",5214,484,63,"pleasant"
"687",2012-11-17,"Sat",4316,1313,61,"pleasant"
"688",2012-11-18,"Sun",3747,922,62,"pleasant"
"689",2012-11-19,"Mon",5050,449,66,"moderate"
"690",2012-11-20,"Tue",5100,534,66,"moderate"
"691",2012-11-21,"Wed",4531,615,65,"pleasant"
"692",2012-11-22,"Thu",1470,955,64,"pleasant"
"693",2012-11-23,"Fri",2307,1603,66,"pleasant"
"694",2012-11-24,"Sat",1745,532,54,"pleasant"
"695",2012-11-25,"Sun",2115,309,55,"pleasant"
"696",2012-11-26,"Mon",4750,337,63,"pleasant"
"697",2012-11-27,"Tue",3836,123,57,"moderate"
"698",2012-11-28,"Wed",5062,198,58,"pleasant"
"699",2012-11-29,"Thu",5080,243,59,"pleasant"
"700",2012-11-30,"Fri",5306,362,61,"pleasant"
"701",2012-12-01,"Sat",4240,951,61,"moderate"
"702",2012-12-02,"Sun",3757,892,64,"moderate"
"703",2012-12-03,"Mon",5679,555,73,"pleasant"
"704",2012-12-04,"Tue",6055,551,74,"pleasant"
"705",2012-12-05,"Wed",5398,331,71,"pleasant"
"706",2012-12-06,"Thu",5035,340,55,"pleasant"
"707",2012-12-07,"Fri",4659,349,61,"moderate"
"708",2012-12-08,"Sat",4429,1153,67,"moderate"
"709",2012-12-09,"Sun",2787,441,67,"moderate"
"710",2012-12-10,"Mon",4841,329,71,"moderate"
"711",2012-12-11,"Tue",5219,282,62,"moderate"
"712",2012-12-12,"Wed",5009,310,59,"moderate"
"713",2012-12-13,"Thu",5107,425,58,"pleasant"
"714",2012-12-14,"Fri",5182,429,58,"pleasant"
"715",2012-12-15,"Sat",4280,767,62,"pleasant"
"716",2012-12-16,"Sun",3248,538,65,"moderate"
"717",2012-12-17,"Mon",4373,212,68,"moderate"
"718",2012-12-18,"Tue",5124,433,69,"pleasant"
"719",2012-12-19,"Wed",4934,333,63,"pleasant"
"720",2012-12-20,"Thu",3814,314,62,"moderate"
"721",2012-12-21,"Fri",3402,221,59,"moderate"
"722",2012-12-22,"Sat",1544,205,53,"pleasant"
"723",2012-12-23,"Sun",1379,408,55,"pleasant"
"724",2012-12-24,"Mon",746,174,55,"moderate"
"725",2012-12-25,"Tue",573,440,59,"moderate"
"726",2012-12-26,"Wed",432,9,52,"severe"
"727",2012-12-27,"Thu",1867,247,52,"moderate"
"728",2012-12-28,"Fri",2451,644,55,"moderate"
"729",2012-12-29,"Sat",1182,159,54,"moderate"
"730",2012-12-30,"Sun",1432,364,53,"pleasant"
"731",2012-12-31,"Mon",2290,439,52,"moderate"
